player1_name,player1_age,player1_ranking,player1_points,player1_win_rate,player1_win_rate_3_sets,player1_win_rate_tiebreak,player1_total_matches_dure,player1_win_rate_dure,player1_total_matches_terre battue,player1_win_rate_terre battue,player1_total_matches_gazon,player1_win_rate_gazon,player1_total_matches_salle,player1_win_rate_salle,player1_total_matches_carpet,player1_win_rate_carpet,player1_total_matches_acryl,player1_win_rate_acryl,player1_avg_first_serve_pct,player1_avg_first_serve_won_pct,player1_avg_second_serve_won_pct,player1_avg_return_points_won_pct,player1_avg_break_point_won_pct,player1_avg_double_fautes,player1_avg_aces
Alejandro Moro Canas,24,169,345,0.5918367346938775,0.5882352941176471,0.6,12,0.5833333333333334,29,0.5862068965517241,6,0.6666666666666666,2,0.5,0,0,0,0,0.6778220451527225,0.6767241379310345,0.5070074196207749,0.38455032421764873,0.4272151898734177,1.9387755102040816,3.36734693877551
Chak Lam Coleman Wong,20,170,340,0.5510204081632653,0.6666666666666666,0.6153846153846154,40,0.625,0,0.0,4,0.0,5,0.4,0,0,0,0,0.6202193892677142,0.7237093690248566,0.48243559718969553,0.36819702037093344,0.40350877192982454,2.1914893617021276,8.127659574468085
Felix Auger Aliassime,24,29,1635,0.5510204081632653,0.38095238095238093,0.5454545454545454,13,0.3076923076923077,26,0.6923076923076923,2,0.0,8,0.625,0,0,0,0,0.6251461988304093,0.7619270346117867,0.5046801872074883,0.37008326155612975,0.40271493212669685,3.7916666666666665,7.958333333333333
Luciano Darderi,22,44,1198,0.5102040816326531,0.5625,0.6875,8,0.125,31,0.6774193548387096,5,0.4,5,0.2,0,0,0,0,0.580456570155902,0.7059952038369305,0.5046419098143236,0.3795454545454545,0.4095238095238095,2.2916666666666665,5.0625
Arthur Fils,20,20,2355,0.6326530612244898,0.5909090909090909,0.7647058823529411,12,0.6666666666666666,15,0.6666666666666666,9,0.6666666666666666,13,0.5384615384615384,0,0,0,0,0.6126192223037418,0.7532934131736527,0.4971608832807571,0.36903602726387535,0.3644578313253012,3.26,6.68
Tallon Griekspoor,28,40,1280,0.5102040816326531,0.5333333333333333,0.6363636363636364,14,0.5,16,0.5,7,0.5714285714285714,12,0.5,0,0,0,0,0.639067922657412,0.752521334367727,0.5222755311857437,0.3271947527749748,0.3776824034334764,3.4791666666666665,9.040816326530612
Duje Ajdukovic,23,142,422,0.5714285714285714,0.5555555555555556,0.47058823529411764,19,0.6842105263157895,22,0.5909090909090909,3,0.0,5,0.4,0,0,0,0,0.6106450679780157,0.7205116058739933,0.5,0.38129087290304237,0.42474916387959866,2.2708333333333335,5.666666666666667
Tomas Martin Etcheverry,25,39,1315,0.5102040816326531,0.5,0.65,12,0.4166666666666667,24,0.5833333333333334,4,0.25,9,0.5555555555555556,0,0,0,0,0.6456037227528778,0.7230652503793626,0.49896337249481687,0.3649369544131911,0.3633633633633634,1.836734693877551,6.571428571428571
Gijs Brouwer,28,176,326,0.574468085106383,0.6666666666666666,0.4444444444444444,19,0.5789473684210527,11,0.5454545454545454,12,0.5833333333333334,5,0.6,0,0,0,0,0.687094682230869,0.6998584237848041,0.5119170984455959,0.3851689612015019,0.38461538461538464,1.4680851063829787,3.872340425531915
Hugo Grenier,28,155,379,0.5510204081632653,0.5263157894736842,0.75,24,0.6666666666666666,7,0.14285714285714285,5,0.6,13,0.5384615384615384,0,0,0,0,0.6353099730458222,0.7212558336868902,0.4530672579453067,0.3792187084772788,0.34472934472934474,4.755102040816326,7.530612244897959
Sebastian Korda,24,22,1985,0.6530612244897959,0.6666666666666666,0.6470588235294118,25,0.72,10,0.5,10,0.7,4,0.5,0,0,0,0,0.6034772854739203,0.7490706319702602,0.5240452616690241,0.37341437632135305,0.371875,1.6666666666666667,7.770833333333333
Quentin Halys,28,72,756,0.7346938775510204,0.6956521739130435,0.8181818181818182,4,0.75,16,0.6875,6,0.8333333333333334,23,0.7391304347826086,0,0,0,0,0.5668142745506642,0.8083639705882353,0.5333734215273602,0.36258363355635614,0.3760330578512397,4.040816326530612,12.10204081632653
Laslo Djere,29,115,519,0.4897959183673469,0.3684210526315789,0.6111111111111112,7,0.2857142857142857,27,0.5555555555555556,2,0.0,13,0.5384615384615384,0,0,0,0,0.6337918505060991,0.6912366912366913,0.49326718639262934,0.3819148936170213,0.43302180685358255,2.4285714285714284,5.204081632653061
Matteo Gigante,23,141,424,0.6170212765957447,0.7058823529411765,0.75,21,0.7142857142857143,21,0.5238095238095238,2,0.5,3,0.6666666666666666,0,0,0,0,0.6190047961630696,0.6634382566585957,0.5098347757671126,0.4019578760011866,0.39655172413793105,3.723404255319149,3.5106382978723403
Valentin Vacherot,26,140,426,0.7142857142857143,0.6666666666666666,0.7368421052631579,24,0.8333333333333334,24,0.625,1,0.0,0,0.0,0,0,0,0,0.6574263203968486,0.7199289835774523,0.5425894378194208,0.3685481436764262,0.40160642570281124,3.021276595744681,6.361702127659575
Nicolas Jarry,29,35,1370,0.46938775510204084,0.5,0.6086956521739131,21,0.47619047619047616,18,0.5,1,0.0,9,0.4444444444444444,0,0,0,0,0.6316183816183816,0.7508896797153025,0.5111864406779661,0.3279012345679012,0.34285714285714286,2.204081632653061,8.938775510204081
Yasutaka Uchiyama,32,146,398,0.5833333333333334,0.6818181818181818,0.7857142857142857,34,0.5882352941176471,2,0.5,2,0.5,10,0.6,0,0,0,0,0.6252893518518519,0.7353077279037482,0.5173745173745173,0.358187134502924,0.376,1.553191489361702,6.276595744680851
Zhizhen Zhang,28,45,1155,0.46938775510204084,0.47619047619047616,0.5294117647058824,18,0.4444444444444444,16,0.5625,8,0.5,7,0.2857142857142857,0,0,0,0,0.6391696257853046,0.7367521367521368,0.5151057401812689,0.3418478260869565,0.38461538461538464,1.8979591836734695,7.73469387755102
Alexander Zverev,27,2,7915,0.7551020408163265,0.6521739130434783,0.631578947368421,16,0.75,11,0.7272727272727273,8,0.75,14,0.7857142857142857,0,0,0,0,0.6856264411990777,0.7851270553064275,0.5484922575387123,0.37970353477765106,0.3081232492997199,2.54,10.36
Rafael Nadal,38,153,380,0.6326530612244898,0.6875,0.5454545454545454,12,0.5,27,0.7037037037037037,6,0.8333333333333334,4,0.25,0,0,0,0,0.6582466567607727,0.6963882618510158,0.5322697606961566,0.40840697396704084,0.44285714285714284,2.7708333333333335,3.75
